"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","institutionCode","locality","collectionCode","recordedBy","stateProvince","notes","citation","doi"
178318574,"890afcd2-f762-11e1-a439-00145eb45e9a",2.91,41.908001,1991,10,13,"Spain","3965-1","VAL","Sant Sadurní. Puig dels Cristians","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318589,"890afcd2-f762-11e1-a439-00145eb45e9a",3.175,41.880001,1991,10,12,"Spain","4501-1","VAL","La Selva. Palafrugell. Cap Roig","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318591,"890afcd2-f762-11e1-a439-00145eb45e9a",2.91,41.908001,1991,10,13,"Spain","4504-1","VAL","Sant Sadurní. Puig dels Cristians","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318611,"890afcd2-f762-11e1-a439-00145eb45e9a",2.838,41.799,1991,10,11,"Spain","4559-1","VAL","Caldes de Malavella. Riera de Re- clà","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318612,"890afcd2-f762-11e1-a439-00145eb45e9a",2.861,41.834999,1991,10,11,"Spain","4560-1","VAL","Caldes de Malavella. Ctra. Llagos- tera-Caldes de Malavella, Km 5","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318796,"890afcd2-f762-11e1-a439-00145eb45e9a",2.608,41.880001,1991,10,16,"Spain","8053-1","VAL","Sta. Coloma de Farnés. Serrat del Corb","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318806,"890afcd2-f762-11e1-a439-00145eb45e9a",3.018,41.818001,1991,10,11,"Spain","8081-1","VAL","Castell d'Aro.  Sta.  Cristina d'Aro. Les Taules","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318830,"890afcd2-f762-11e1-a439-00145eb45e9a",3.018,41.818001,1991,10,11,"Spain","8169-1","VAL","Castell d'Aro.  Sta.  Cristina d'Aro. Les Taules","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318953,"890afcd2-f762-11e1-a439-00145eb45e9a",3.03,41.818001,1991,10,11,"Spain","8903-1","VAL","Castell d'Aro.  La Coma","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178318954,"890afcd2-f762-11e1-a439-00145eb45e9a",2.417,41.743999,1991,10,10,"Spain","8912-1","VAL","Fogàs de Monclús. Ctra. de La Costa a Mosqueroles","VAL_Lich","S. Fos","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178319086,"890afcd2-f762-11e1-a439-00145eb45e9a",2.766,41.681999,1991,10,11,"Spain","9998-1","VAL","Tordera. Crta. Blanes a Hostal- ric, Km 3","VAL_Lich","S. Fos","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178319087,"890afcd2-f762-11e1-a439-00145eb45e9a",3.03,41.818001,1991,10,11,"Spain","9999-1","VAL","Baix Empordà. Castell d'Aro. La Coma","VAL_Lich","S. Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
29539168,"83492a58-f762-11e1-a439-00145eb45e9a",2,41,1991,10,16,"Spain","4534-1","MA","Santa Coloma de Farnés. Serrat del Corb","MA-Lichen","S.Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29539171,"83492a58-f762-11e1-a439-00145eb45e9a",2,42,1991,10,14,"Spain","4535-1","MA","Agullana. Ctra. Agullana a La Vajol, Pla de Pujalts","MA-Lichen","S.Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29539173,"83492a58-f762-11e1-a439-00145eb45e9a",1,41,1991,10,11,"Spain","4536-1","MA","Castell d'Aro, Santa Cristina d'Aro, Les Taules","MA-Lichen","S.Fos","Ge","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
2449348340,"85739778-f762-11e1-a439-00145eb45e9a",25.405,36.47,1990,5,24,"Greece","41179","B","GREECE, Cyclades Archipelago. Santorini islands, Thira. Mt. Megalo Vouno, N-slope. Alt. c. 300 m.","Lichen Herbarium Berlin","H. Sipman & Th. Raus",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
2449349349,"85739778-f762-11e1-a439-00145eb45e9a",25.3433,36.425,1990,5,22,"Greece","41132","B","GREECE, Cyclades Archipelago. Santorini islands, Thirasia. On N-facing lava rockface among low vegetation on S-slope of Mt.Viglos. Alt. c. 250 m.","Lichen Herbarium Berlin","H. Sipman & Th. Raus",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
178318810,"890afcd2-f762-11e1-a439-00145eb45e9a",-5.538,36.077,1988,6,28,"Spain","8089-1","VAL","Tarifa. Sierra del Cabrito. Puerto del Bujeo","VAL_Lich","E. Barreno","Ca","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
178319035,"890afcd2-f762-11e1-a439-00145eb45e9a",-5.598,36.554001,1988,6,27,"Spain","9303-1","VAL","Jerez de la Frontera. Sierra del Aljibe. Puerto de Galiz","VAL_Lich","E. Barreno","Ca","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
1212189191,"85739778-f762-11e1-a439-00145eb45e9a",8.9833,39.7333,1987,7,14,"Italy","36477","B","ITALY, SARDINIA. Prov. CAGLIARI. Giara di Gésturi, above Gésturi. Alt. 550 m.","Lichen Herbarium Berlin","H. Sipman",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
2270731092,"98bceab6-3c3e-4163-945d-6ca10576ebf1",8.983333,39.733333,1987,7,14,"Italy","556473","ASU","Giara di Gesturi, above Gesturi",NA,"T.H. Nash III","Sardinia","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Arizona State University Biocollections (2020). Arizona State University Lichen Herbarium. Occurrence dataset https://doi.org/10.15468/qrwfjc accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qrwfjc"
1055709187,"7e380070-f762-11e1-a439-00145eb45e9a",-2.44154,49.470634,1986,8,22,"Guernsey","BM000761266","NHMUK","Nearest Named Place: Herm","BOT","P W. James",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum (2020). Natural History Museum (London) Collection Specimens. Occurrence dataset https://doi.org/10.5519/0002965 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.5519/0002965"
178318785,"890afcd2-f762-11e1-a439-00145eb45e9a",-8.57,42.77,1982,6,12,"Spain","8024-1","VAL","Couso. Coto de Couso. Río Ulla","VAL_Lich","Barreno, Crespo & Sancho","Po","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
1212212936,"85739778-f762-11e1-a439-00145eb45e9a",-2.2317,49.7133,1975,4,3,"Guernsey","112437","B","GREAT BRITAIN, Channel Islands, Alderney: Fort Clonque. Elev. 20 m.","Lichen Herbarium Berlin","H. Sipman",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212212970,"85739778-f762-11e1-a439-00145eb45e9a",-2.1833,49.7167,1975,4,4,"Guernsey","112458","B","GREAT BRITAIN, Channel Islands, Alderney: Near Essex House. Elev. 50 m.","Lichen Herbarium Berlin","H. Sipman",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
788666308,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.396389,43.005278,1971,5,26,"France","1430319","LD","Ile de Port-Cros","General","Y. Rondon","Provence-Alpes-Côte d'Azur","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
2449360051,"85739778-f762-11e1-a439-00145eb45e9a",19.9,39.5667,1970,8,13,"Greece","22427","B","GREECE, CORFU. Achillion, near Gastouri, 10 km S of Corfu city. Alt. 100 m.","Lichen Herbarium Berlin","H. Sipman",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
2449362059,"85739778-f762-11e1-a439-00145eb45e9a",19.9,39.5333,1970,8,15,"Greece","22537","B","GREECE, CORFU. Benitza, 13 km S of Corfu city; 1 km W, trail to springs. Alt. 50 m.","Lichen Herbarium Berlin","H. Sipman",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1057181479,"7e380070-f762-11e1-a439-00145eb45e9a",-6.327782,49.921609,1967,1,NA,"United Kingdom","BM000747240","NHMUK",NA,"BOT","H A. Shrimpton","England","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum (2020). Natural History Museum (London) Collection Specimens. Occurrence dataset https://doi.org/10.5519/0002965 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.5519/0002965"
1144744071,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.396,43.005,1967,5,20,"France","G-G-244536/1","G","Port-Cros - Ile de Port-Cros, Plage du Sud/Provence-Alpes-Côte d'Azur","Geneva Herbarium – General Collection (G)","Clauzade, G. (Coll. Rondon)",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
1144744117,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.2925,43.43722,1967,9,27,"France","G-G-244528/1","G","Var - Le Fenouillet","Geneva Herbarium – General Collection (G)","Rondon, Y. (Coll. Rondon)",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
788661618,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-2.133333,49.216667,1966,4,7,"Jersey","1425403","LD","No locality information available","General","P. W. James",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
1212224094,"85739778-f762-11e1-a439-00145eb45e9a",0.2333,43.95,1966,NA,NA,"France","179390","B","FRANCE, Dep. Landes: St. Justin.","Lichen Herbarium Berlin","H. Reznik",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
788666538,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-8.33576,40.20443,1960,4,7,"Portugal","1430559","LD","No locality information available","General","C. N. Tavares","Coimbra","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788661391,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-9.16574,39.00031,1958,3,29,"Portugal","1425163","LD","No locality information available","General","C. N. Tavares","Lisboa","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
1144744053,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",-1.65222,48.16639,1954,7,16,"France","G-G-244535/1","G","Ille-et-Vilaine - Forêt de Paimpont/Bretagne","Geneva Herbarium – General Collection (G)","Rondon, Y. (Coll. Rondon)",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
788666422,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.0975,48.314444,1954,7,20,"France","1430439","LD","Forêt du Cranou","General","Ove Almborn","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788661674,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.161389,48.3275,1949,6,16,"France","1425463","LD","Hanvec","General","Ove Almborn","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788686389,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.0975,48.314444,1949,6,16,"France","1450874","LD","Forêt du Cranou","General","Ove Almborn","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788686449,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-2.975833,48.243889,1949,6,16,"France","1450934","LD","Saint-Gilles-Vieux-Marché","General","H. des Abbayes","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788686568,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.0975,48.314444,1949,6,16,"France","1451054","LD","Forêt du Cranou","General","Ove Almborn","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788686628,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.161389,48.3275,1949,6,16,"France","1451114","LD","Hanvec","General","Ove Almborn","Bretagne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788666595,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.683333,36.733333,1948,5,NA,"Tunisia","1430619","LD","Les Chênes","General","H. Runemark","Jendouba","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788661333,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-9.390556,38.7875,1946,4,18,"Portugal","1425103","LD","Pena","General","C. Tavares","Lisboa","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788666480,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",6.24445,43.44099,1927,5,NA,"France","1430499","LD","No locality information available","General","J. Suza","Provence-Alpes-Côte d'Azur","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788661169,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-8.455278,41.77,1920,9,NA,"Portugal","1424923","LD","Sá","General","G. Sampaio","Viana do Castelo","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788666136,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-1.509722,46.768333,1881,4,12,"France","1430139","LD","Le Poiré-sur-Vie","General","Y. Rondon","Pays-de-la-Loire","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788666366,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-1.509722,46.768333,1881,4,12,"France","1430379","LD","Le Poiré-sur-Vie","General","Y. Rondon","Pays-de-la-Loire","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
