"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","locality","collectionCode","catalogNumber","recordedBy","institutionCode","notes","citation","doi"
621542,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.484444,54.833056,"Lolland",1946,7,17,"Denmark","Knuthenborg","General","1045279","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621543,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.3525,55.665,"Sjælland",1946,7,6,"Denmark","Bjergsted","General","1045343","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621646,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.29936,56.18511,"Blekinge",1946,8,6,"Sweden","Fornanäs","General","1075856","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621760,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.2073,55.56513,"Skåne",1946,9,17,"Sweden","Torup","General","1092079","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621561,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.68469,56.11277,"Blekinge",1946,10,12,"Sweden","No locality information available","General","1046431","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621576,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.99669,56.08818,"Skåne",1946,10,8,"Sweden","No locality information available","General","1047391","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621573,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.43176,55.58181,"Skåne",1945,8,27,"Sweden","Häckeberga","General","1047199","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621577,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.98699,55.48596,"Skåne",1945,9,30,"Sweden","No locality information available","General","1047455","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621575,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77838,55.45139,"Skåne",1945,10,1,"Sweden","Bergsjöholm","General","1047327","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
233999311,"905daf20-04fd-11df-8c28-b8a03c50a862",13.98105,55.90151,NA,1944,6,23,"Sweden","Maltesholm","General","60105","Ove Almborn","UME","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A, Stenman K (2017). Herbarium of Umeå University (UME). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/gatdg4 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gatdg4"
621614,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.98105,55.90151,"Skåne",1944,6,28,"Sweden","Maltesholm","General","1056367","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621615,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.18209,56.112,"Skåne",1944,6,19,"Sweden","No locality information available","General","1056431","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621582,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,"Skåne",1944,7,5,"Sweden","Hallands Väderö","General","1048960","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621571,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.36706,55.50987,"Skåne",1943,7,5,"Sweden","No locality information available","General","1047071","G. Degelius","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621572,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.83006,56.09009,"Skåne",1943,7,13,"Sweden","Rosendal","General","1047135","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621574,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.35509,56.10634,"Skåne",1943,7,19,"Sweden","Plaggeboda","General","1047263","Gunnar Degelius","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621208,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,"Skåne",1943,9,18,"Sweden","No locality information available","General","1011183","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621765,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,"Skåne",1943,9,18,"Sweden","No locality information available","General","1092207","Ove Almborn","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
1503036917,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",-3.1,51.0167,NA,1930,3,1,"United Kingdom","Taunton","Botany","C0002550F","W. Watson","F","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
2270722114,"98bceab6-3c3e-4163-945d-6ca10576ebf1",14.25,56.133333,NA,1918,7,18,"Sweden","Ekestad",NA,NA,"E.P. Vrang","ASU","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Arizona State University Biocollections (2020). Arizona State University Lichen Herbarium. Occurrence dataset https://doi.org/10.15468/qrwfjc accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qrwfjc"
1065695490,"905daf20-04fd-11df-8c28-b8a03c50a862",12.614343,56.126715,NA,1903,NA,NA,"Sweden","Christinelund","General","58944","N. Alvthin","UME","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A, Stenman K (2017). Herbarium of Umeå University (UME). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/gatdg4 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gatdg4"
621674,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.61434,56.12671,"Skåne",1903,NA,NA,"Sweden","Christinelund","General","1086144","N. Alvthin","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621570,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,"Skåne",1893,NA,NA,"Sweden","Hallands Väderö","General","1047007","N. Alvthin","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621610,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,"Skåne",1893,NA,NA,"Sweden","Hallands Väderö","General","1055152","N. Alvthin","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621568,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,"Skåne",1890,7,NA,"Sweden","No locality information available","General","1046879","Alfred Berg","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621569,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,"Skåne",1884,NA,NA,"Sweden","Hallands Väderö","General","1046943","P. J. Hellbom","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621555,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.60925,56.18389,"Blekinge",1876,9,NA,"Sweden","Vämö","General","1046111","F. Svanlund","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621554,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.60925,56.18389,"Blekinge",1874,NA,NA,"Sweden","Vämö","General","1046047","H. Falk","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621556,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.402068,56.196601,"Blekinge",1873,NA,NA,"Sweden","Listerby","General","1046175","H. Falk","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621623,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.60925,56.18389,"Blekinge",1873,NA,NA,"Sweden","Vämö","General","1067552","H. Falk","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621565,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.750498,56.162891,"Blekinge",1871,NA,NA,"Sweden","Elleholm","General","1046687","Johan Hulting","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
621558,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",18.42899,57.76091,"Gotland",1857,NA,NA,"Sweden","Kambs","General","1046303","O. G. Blomberg","LD","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
