"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","locality","collectionCode","catalogNumber","recordedBy","institutionCode","notes","citation","doi"
1851692036,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.553,42.062,"Zamora",1997,7,13,"Spain","Remesal","LICHEN","4854-1","A.B.Fernández Salegui & J.Andrés","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
31296573,"835f8992-f762-11e1-a439-00145eb45e9a",-2.44,38.459999,"Ab",1996,1,4,"Spain","Riópar, Sierra del Calar del Mundo, río Mundo","MAF-Lich","5467-1","G. Aragón & I. Martínez","MAF","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Pizarro Domínguez J M (2020). Herbario, Departamento de Farmacología, Farmacognosia & Botánica, Facultad de Farmacia, Universidad Complutense, Madrid: MAF-Lich. Departamento de Farmacología, Farmacognosia & Botánica, Fac. de Farmacia, Univ. Complutense de Madrid. Occurrence dataset https://doi.org/10.15468/yvj3hr accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/yvj3hr"
29517886,"83492a58-f762-11e1-a439-00145eb45e9a",-6,40,"Cc",1996,4,5,"Spain","Hoyos, estribaciones de la Sierra de Santa Olalla, arroyo de Santa Catalina","MA-Lichen","7649-1","G. Aragón, A. Herrero & I. Martínez","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517924,"83492a58-f762-11e1-a439-00145eb45e9a",-6,42,"Za",1996,9,7,"Spain","""Galende, Parque Natural """"Lago de Sanabria"""", valle del río Tera""","MA-Lichen","8844-1","G. Aragón, J.L. Castillo & A. Herrero","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517998,"83492a58-f762-11e1-a439-00145eb45e9a",-6,42,"Za",1996,9,27,"Spain","""Galende, Parque Natural """"Lago de Sanabria"""", río de la Forcadura, cerca de Maragatos""","MA-Lichen","9174-1","G. Aragón, J.L. Castillo & A. Herrero","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517848,"83492a58-f762-11e1-a439-00145eb45e9a",-4,39,"To",1995,1,5,"Spain","San Pablo de los Montes, Las Navillas, Montes de Toledo, arroyo del Marchés","MA-Lichen","7208-1","G. Aragón & I. Martínez","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517816,"83492a58-f762-11e1-a439-00145eb45e9a",-4,39,"To",1995,3,26,"Spain","Los Navalucillos, Montes de Toledo, Las Becerras, arroyo del Chorro","MA-Lichen","7001-1","G. Aragón & I. Martínez","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
31297311,"835f8992-f762-11e1-a439-00145eb45e9a",-2.92,37.970001,"J",1995,3,22,"Spain","La Iruela, Sierra de Cazorla, cortijo del Carrascal","MAF-Lich","8439-1","G. Aragón & I. Martínez","MAF","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Pizarro Domínguez J M (2020). Herbario, Departamento de Farmacología, Farmacognosia & Botánica, Facultad de Farmacia, Universidad Complutense, Madrid: MAF-Lich. Departamento de Farmacología, Farmacognosia & Botánica, Fac. de Farmacia, Univ. Complutense de Madrid. Occurrence dataset https://doi.org/10.15468/yvj3hr accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/yvj3hr"
29517824,"83492a58-f762-11e1-a439-00145eb45e9a",-4,39,"To",1995,6,10,"Spain","Hontanar, Montes de Toledo, río Estena","MA-Lichen","7069-1","G. Aragón, A. Herrero & I. Martínez","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
1851695784,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.73,42.84,"Leon",1995,7,26,"Spain","Suertes de Ancares","LICHEN","3555-1","Llamas, Úbeda, Terrón, Amaya & Álvarez","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
29517803,"83492a58-f762-11e1-a439-00145eb45e9a",-3,41,"So",1995,11,4,"Spain","Montejo de Tiermes, Torresuso, arroyo de Montejo","MA-Lichen","6905-1","G. Aragón & A. Herrero","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517620,"83492a58-f762-11e1-a439-00145eb45e9a",-5,36,"Ca",1994,4,18,"Spain","Jerez de la Frontera, canuto del Caballo, carretera de Alcalá de los Gazules a Pto. Galis, Km. 16","MA-Lichen","5725-1","J. Etayo, M. Casares, A. Gómez-Bolea & al.","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517624,"83492a58-f762-11e1-a439-00145eb45e9a",-5,36,"Ca",1994,4,17,"Spain","Jerez de la Frontera, Mojón de la Víbora, carretera C3331 km 33. Teucrio baetici-Querceto rotundifoliae sigm","MA-Lichen","5750-1","J. Etayo, M. Casares, A. Gómez-Bolea & al.","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
29517545,"83492a58-f762-11e1-a439-00145eb45e9a",-5,40,"Av",1992,6,10,"Spain","Mazalinos. Sierra del Tremedal","MA-Lichen","4628-1","I.Ibáñez","MA","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Margarita M (2018). CSIC-Real Jardín Botánico-Colección de Líquenes (MA-Lichen). CSIC-Real Jardín Botánico. Occurrence dataset https://doi.org/10.15468/z7wqal accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/z7wqal"
1929607460,"d415c253-4d61-4459-9d25-4015b9084fb0",6.625,61.21,"Sogn og Fjordane",1992,7,26,"Norway","Leikanger, Eitorn, farm Vestreim.","NY","02341656","T. Tønsberg","NY","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Ramirez J, Tulig M, Watson K, Thiers B (2020). The New York Botanical Garden Herbarium (NY). Version 1.27. The New York Botanical Garden. Occurrence dataset https://doi.org/10.15468/6e8nje accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/6e8nje"
1851697713,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.61,42.83,"Leon",1990,4,4,"Spain","Bárcena de la Abadía","LICHEN","2267-1","A.Terrón","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
1851693074,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.84,"Leon",1988,9,15,"Spain","Burbia","LICHEN","824-1","A.Terrón","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
1851698393,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.84,"Leon",1988,9,15,"Spain","Burbia","LICHEN","854-1","A.Terrón","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
1851699404,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.74,42.84,"Leon",1988,9,15,"Spain","Burbia","LICHEN","838-1","A.Terrón","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
1851698802,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-5.02,43.02,"Leon",1987,7,7,"Spain","Valle de Mirva-Burón","LICHEN","866-1","A.Terrón","LEB","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","de Paz Canuria E (2018). Colección de líquenes del Herbario ""Jaime Andrés Rodríguez"". LEB-Lichen. Version 1.5. Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.. Occurrence dataset https://doi.org/10.15468/waz5x0 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/waz5x0"
1212090714,"85739778-f762-11e1-a439-00145eb45e9a",-5.3,56.5,NA,1981,3,25,"United Kingdom","GROSSBRITANNIEN, Schottland: Alte Laubbäume und einzelne Felsblöcke 2 km SE Barcaldine, etwa 16 km NE Oban.","Lichen Herbarium Berlin","190398","A. Buschardt","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212090735,"85739778-f762-11e1-a439-00145eb45e9a",-5.4,56.4833,NA,1981,3,25,"United Kingdom","GROSSBRITANNIEN/ Schottland: Küste mit alten Laubbäumen an der Nordküste des Loch Etive, etwa 13 km NE Oban.","Lichen Herbarium Berlin","190367","A. Buschardt","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1503045536,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",12.8333,42.8333,NA,1952,8,NA,"Italy",NA,"Botany","C0067603F","C. Sbarbaro","F","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
234004264,"905daf20-04fd-11df-8c28-b8a03c50a862",9.04937,48.54851,NA,1930,8,NA,"Germany",NA,"General","44039","A[.]ön[.]","UME","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A, Stenman K (2017). Herbarium of Umeå University (UME). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/gatdg4 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gatdg4"
1503045051,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",12.8333,42.8333,NA,1928,7,28,"Italy",NA,"Botany","C0066287F","G. Gresino","F","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
442142102,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.63,47.806667,NA,1922,5,7,"Germany","Baden: Oberhalb Obereggenen (bei Müllheim), 400 m.","Blettaucoll","B 60 0086353 / 152255 / 92541","Lettau, G.","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442142103,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.605834,47.711113,NA,1921,5,1,"Germany","Baden: Tannenkirch - Holzen (bei Lörrach), 300 m.","Blettaucoll","B 60 0111688 / 147689 / 90828","Lettau, G.","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442142104,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1912,11,10,"Germany","Baden: Lörrach - Waidhof","Blettaucoll","B 60 0111690 / 147691 / 90829","Lettau, G.","B","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
440662834,"b258e0d8-d282-4d84-898a-655c5375f645",-9.51,52.06,"Munster",1854,NA,NA,"Ireland","Killarney, County Kerry, Munster","H-NYL","H9201798",NA,"H","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Kinnunen J, Saarenmaa H (2013). William Nylander lichen collection. Finnish Museum of Natural History. Occurrence dataset https://doi.org/10.15468/mhkepp accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mhkepp"
1086296049,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",13,56,"Småland (Inre)",1851,6,21,"Sweden","Småland: Femsjö sn, S. Bökeborg","S-Fungi","L49041","T. M. Fries","S","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A (2016). Fungi (S). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/qfmb77 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qfmb77"
1503045537,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",2,46,NA,1818,NA,NA,"France",NA,"Botany","C0067609F","J. A. Mougeot & C. G. Nestler","F","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
