"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","notes","citation","doi"
842688,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.53645,56.20285,"Blekinge",1989,6,5,"Sweden","1055664","U. Arup & S. Ekman","LD","No locality information available","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842689,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.46392,56.17547,"Blekinge",1989,6,5,"Sweden","1056495","U. Arup & S. Ekman","LD","No locality information available","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842690,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.46392,56.17547,"Blekinge",1989,6,5,"Sweden","1056559","U. Arup & S. Ekman","LD","No locality information available","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842686,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.00501,55.87487,"Skåne",1989,7,11,"Sweden","1055536","U. Arup & S. Ekman","LD","No locality information available","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788505520,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.19793,57.48454,NA,1989,8,24,"Sweden","1261143","U. Arup & S. Ekman","LD","Rossared","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788506325,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.833566,56.205714,NA,1988,5,7,"Sweden","1261983","Ulf Arup","LD","No locality information available","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842769,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.54948,56.05441,"Blekinge",1988,7,5,"Sweden","1091887","S. Ekman & A. Thell","LD","Valjehalvön","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842687,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.98105,55.90151,"Skåne",1987,7,30,"Sweden","1055600","Ulf Arup","LD","Maltesholm","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
842685,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.12787,56.10823,"Skåne",1987,12,26,"Sweden","1055472","Stefan Ekman","LD","Torsebro bruk","General","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
2013150440,"7948250c-6958-4a29-a670-ed1015b26252",16.437992,56.228807,"Öland",1984,10,7,"Sweden","221391","Björn Nordén,","O","Ottenby Lund","L","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
2237876796,"84d26682-f762-11e1-a439-00145eb45e9a",11.66465,54.77403,NA,1976,5,20,"Denmark","DMS-1014349","Ulrik Søchting",NA,"Krenkerup Haveskov",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
1144713640,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",0.0575,48.38333,NA,1964,7,22,"France","G-G-316423/1","Rondon, Y. (Coll. Rondon)","G","Orne - Bois du Haras du Pin/Basse Normandie","Geneva Herbarium – General Collection (G)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
1144713659,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",-1.34222,49.09556,NA,1964,7,20,"France","G-G-316420/1","Rondon, Y. (Coll. Rondon)","G","Manche - Torigni-sur-Vire, rive droite de l'Etang de la Vire/Basse Normandie","Geneva Herbarium – General Collection (G)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
1030438533,"84797ee6-f762-11e1-a439-00145eb45e9a",11.52483,54.68247,NA,1952,4,12,"Denmark","129490","Christiansen, Mogens Skytte","MSC","Lolland, Holeby, Bremersvold","Lichen","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Prather L A, Prather L A (2020). Michigan State University Herbarium Lichens. Michigan State University Herbarium. Occurrence dataset https://doi.org/10.15468/mym4z7 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mym4z7"
