"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince","notes","citation","doi"
1503048058,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",15,62,1948,9,22,"Sweden",NA,"C0098535F","A. H. Magnusson","F","Botany",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
1701215352,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",12.083333,57.65,1948,9,22,"Sweden","Pixbo","C0098541F","A. H. Magnusson","F","Botany","Västergötland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
1503048032,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",15,62,1947,7,11,"Sweden",NA,"C0098491F","O. Almborn","F","Botany",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Grant S, von Konrat M (2020). Field Museum of Natural History (Botany) Lichen Collection. Version 2.11. Field Museum. Occurrence dataset https://doi.org/10.15468/sc258x accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/sc258x"
1086527543,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",17,59,1929,7,NA,"Sweden","Södermanl.: Sorunda, Ramsö","F255144","Gust. O. Malme","S","S-Fungi","Södermanland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A (2016). Fungi (S). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/qfmb77 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qfmb77"
442140659,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.760278,47.994167,1916,4,21,"Germany","Baden: Mooswald bei Freiburg","B 60 0128003 / 149222 / 91334","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143432,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.63,47.806667,1914,6,1,"Germany","Baden: Müllheimer Eichwald, bei Vogisheim","B 60 0024782 / 145648 / 90033","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143428,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.730278,47.662777,1913,4,13,"Germany","Baden: 1) Südwestlich Hägelberg","B 60 0024781 / 145645 / 90032","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143431,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,1913,5,22,"Germany","Baden:  4) Lörrach - Adelhausen","B 60 0024781c / 149785 / 91552","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143435,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,1912,1,NA,"Germany","Baden: Lörrach - Adelhausen","B 60 0024783b / 152097 / 92492","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143436,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,1912,4,19,"Germany","Baden: Lörrach - Adelhausen","B 60 0024783c / 152099 / 92493","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143430,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.790278,47.602222,1912,7,7,"Germany","Baden: 3) Minseln - Nordschwaben","B 60 0024781b / 149783 / 91551","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
442143429,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.643611,47.64389,1911,10,12,"Germany","Baden: 2) Rümminger Wald","B 60 0024781a / 149781 / 91550","Lettau, G.","B","Blettaucoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. Epiphytic Lichens of G. Lettau at the Botanical Museum Berlin-Dahlem. Occurrence dataset https://doi.org/10.15468/ed17cn accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ed17cn"
