"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","institutionCode","locality","collectionCode","stateProvince","recordedBy","notes","citation","doi"
1826816714,"7f2889e6-f762-11e1-a439-00145eb45e9a",3.18,42.32,1981,10,10,"Spain","8896","BCN","Les Torroelles","Lich","Girona","Néstor L. Hladun & Antonio Gómez-Bolea","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Guardia R (2019). CeDoc de Biodiversitat Vegetal: BCN-Lich. CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona. Occurrence dataset https://doi.org/10.15468/mpc1pf accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mpc1pf"
1826812681,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.74,41.59,1980,5,1,"Spain","11656","BCN","El Bruc","Lich","Barcelona","Antonio Gómez-Bolea","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Guardia R (2019). CeDoc de Biodiversitat Vegetal: BCN-Lich. CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona. Occurrence dataset https://doi.org/10.15468/mpc1pf accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mpc1pf"
1826812278,"7f2889e6-f762-11e1-a439-00145eb45e9a",1.74,41.59,1978,3,30,"Spain","11653","BCN","El Bruc","Lich","Barcelona","Antonio Gómez-Bolea","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Guardia R (2019). CeDoc de Biodiversitat Vegetal: BCN-Lich. CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona. Occurrence dataset https://doi.org/10.15468/mpc1pf accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mpc1pf"
1144745015,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.396,43.005,1972,9,30,"France","G-G-247091/1","G","Port-Cros - Ile de Port-Cros, sentier de La Sardinière à la mer, côté mer./Provence-Alpes-Côte d'Azur","Geneva Herbarium – General Collection (G)",NA,"Rondon, Y. (Coll. Rondon)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
1144744969,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.396,43.005,1972,10,5,"France","G-G-244547/1","G","Port-Cros - Ile de Port-Cros, sentier de la Côte Nord, après le x pour le vallon de Notre-Dame./Provence-Alpes-Côte d'Azur","Geneva Herbarium – General Collection (G)",NA,"Rondon, Y. (Coll. Rondon)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
1144744985,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.396,43.005,1970,9,25,"France","G-G-244524/1","G","Port-Cros - Ile de Port-Cros, Piton Antonin/Provence-Alpes-Côte d'Azur","Geneva Herbarium – General Collection (G)",NA,"Rondon, Y. (Coll. Rondon)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
788555988,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",17.143056,48.638611,1968,7,17,"Slovakia","1313167","LD","Sastín-Stráze","General","Trnavsky kraj","J. Franclová & I. Pisút","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788556765,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",17.89,42.7875,1968,8,NA,"Croatia","1313947","LD","Slano","General","Dubrovacko-neretvanska zupanija","A. Vezda","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
1144744957,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",6.24694,44.41389,1959,8,28,"France","G-G-244549/1","G","Hautes-Alpes - Bois de la Rochette, versant ouest, à l'intérieur du bois./Provence-Alpes-Côte d'Azur","Geneva Herbarium – General Collection (G)",NA,"Rondon, Y. (Coll. Rondon)","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Conservatoire et Jardin botaniques de la Ville de Genève - G. Geneva Herbarium – General Collection (G). Occurrence dataset https://doi.org/10.15468/rvjdu1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rvjdu1"
788553954,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-8.429167,40.211389,1943,11,3,"Portugal","1311109","LD","Coimbra","General","Coimbra","A. Cabral","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788554014,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.773056,48.358889,1931,4,12,"France","1311169","LD","Le Conquet","General","Bretagne","T. E. Hasselrot","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
788550138,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-8.455278,41.77,1920,9,NA,"Portugal","1307283","LD","Sá","General","Viana do Castelo","G. Sampaio","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
