"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince"
2237910079,"84d26682-f762-11e1-a439-00145eb45e9a",9.750667,54.950635,1972,2,12,"Denmark","DMS-1043440","Svanhildur Svane",NA,"Sandbjerg Gods",NA,NA
2237911296,"84d26682-f762-11e1-a439-00145eb45e9a",9.750667,54.950635,1972,2,12,"Denmark","DMS-1043441","Svanhildur Svane",NA,"Sandbjerg Gods",NA,NA
1212175471,"85739778-f762-11e1-a439-00145eb45e9a",-3.5833,51.1667,1971,8,31,"United Kingdom","111380","H. Sipman & R. Pos","B","GREAT BRITAIN, Somerset. Wooded valley N of Dunkery Hill, S of Porlock, Exmoor. Alt. 500 m.","Lichen Herbarium Berlin",NA
2237888099,"84d26682-f762-11e1-a439-00145eb45e9a",10.80399,56.28422,1969,5,16,"Denmark","DMS-1023642","Svanhildur Svane",NA,"Rugård Gods",NA,NA
2237886094,"84d26682-f762-11e1-a439-00145eb45e9a",9.607618,56.05575,1967,4,16,"Denmark","DMS-1021578","Svanhildur Svane",NA,"Addit Skov",NA,NA
914621,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.53112,56.26789,1956,7,18,"Sweden","1029455","Ove Almborn","LD","No locality information available","General","Skåne"
2237875738,"84d26682-f762-11e1-a439-00145eb45e9a",11.52617,54.69217,1952,5,12,"Denmark","DMS-1013611","Mogens Skytte Christiansen",NA,"Kærstrup",NA,NA
914858,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,1950,6,12,"Sweden","1064512","Ove Almborn","LD","Hallands Väderö","General","Skåne"
914631,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,1950,9,7,"Sweden","1030927","Ove Almborn","LD","Hallands Väderö","General","Skåne"
914860,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1950,10,13,"Sweden","1064640","Ove Almborn","LD","No locality information available","General","Skåne"
914612,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,1948,7,12,"Sweden","1028943","Ove Almborn","LD","Hallands Väderö","General","Skåne"
914614,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.55457,56.45073,1948,7,18,"Sweden","1029007","O. Almborn","LD","Hallands Väderö: Tångekärret","General","Skåne"
914615,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.55457,56.45073,1948,7,18,"Sweden","1029071","Ove Almborn","LD","Hallands Väderö: Tångekärret","General","Skåne"
2237872498,"84d26682-f762-11e1-a439-00145eb45e9a",12.19857,55.44884,1947,6,17,"Denmark","DMS-1010951","Gunnar Degelius",NA,"Køge Sydstrand",NA,NA
914764,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.181944,55.458056,1947,6,17,"Denmark","1051968","Gunnar Degelius","LD","No locality information available","General","Sjælland"
1065693494,"905daf20-04fd-11df-8c28-b8a03c50a862",13.32897,55.67241,1947,7,28,"Sweden","47526","Börje Hardal","UME","Dalby hage","General",NA
1065693551,"905daf20-04fd-11df-8c28-b8a03c50a862",13.32897,55.67241,1947,7,28,"Sweden","47527","Börje Hardal","UME","Dalby hage","General",NA
914633,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.43176,55.58181,1946,4,24,"Sweden","1031055","Ove Almborn","LD","Häckeberga","General","Skåne"
914470,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.038056,55.6625,1946,7,7,"Denmark","1004192","Ove Almborn","LD","Boserup Skov","General","Sjælland"
914758,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.003889,55.3075,1946,7,7,"Denmark","1051456","Ove Almborn","LD","Bregentved","General","Sjælland"
914761,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.291944,55.253611,1946,7,7,"Denmark","1051776","J. Branth","LD","Skælskør","General","Sjælland"
914762,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.844167,54.997222,1946,7,18,"Denmark","1051840","Ove Almborn","LD","Tranekær","General","Langeland"
914785,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.3325,56.396111,1946,7,26,"Denmark","1053696","Ove Almborn","LD","Hald","General","Jylland"
914608,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.46096,55.87247,1946,8,24,"Sweden","1028623","Ove Almborn","LD","Kulleberga","General","Skåne"
914618,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.32897,55.67241,1946,9,27,"Sweden","1029263","Ove Almborn","LD","Dalby hage","General","Skåne"
914825,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.17548,55.54731,1946,9,17,"Sweden","1058048","Ove Almborn","LD","No locality information available","General","Skåne"
914689,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.99669,56.08818,1946,10,8,"Sweden","1039663","Ove Almborn","LD","No locality information available","General","Skåne"
914619,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.88779,55.52575,1945,9,30,"Sweden","1029327","Ove Almborn","LD","Lyckås","General","Skåne"
914632,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.98699,55.48596,1945,9,30,"Sweden","1030991","Ove Almborn","LD","No locality information available","General","Skåne"
914864,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77838,55.45139,1944,5,18,"Sweden","1064832","Ove Almborn","LD","Bergsjöholm","General","Skåne"
914823,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1944,6,6,"Sweden","1057920","Ove Almborn","LD","No locality information available","General","Skåne"
914616,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.56199,56.44196,1944,7,4,"Sweden","1029135","Ove Almborn","LD","Hallands Väderö","General","Skåne"
2237904769,"84d26682-f762-11e1-a439-00145eb45e9a",11.81666,54.78333,1943,5,28,"Denmark","DMS-1039589","Mogens Skytte Christiansen",NA,"Fuglsang Storskov",NA,NA
1086233178,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,56,1943,6,19,"Sweden","L16438","Ove Almborn","S","Öland; Kastlösa; Övre Västerstad;;","S-Fungi","Öland"
1086233199,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",16,56,1943,6,20,"Sweden","L16439","Ove Almborn","S","Öland; Borgholm; vid slottets Ö-sida;;","S-Fungi","Öland"
914601,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.55119,56.05561,1943,6,12,"Sweden","1028112","Ove Almborn","LD","Valje","General","Blekinge"
914752,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.64482,56.87073,1943,6,20,"Sweden","1051328","Ove Almborn","LD","Borgholms slottsruin","General","Öland"
914754,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",16.41629,56.43022,1943,6,19,"Sweden","1051392","Ove Almborn","LD","Övre Västerstad","General","Öland"
914623,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.33124,55.67585,1943,7,15,"Sweden","1029583","Ove Almborn","LD","Dalby Söderskog","General","Skåne"
914624,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.90822,55.952,1943,7,25,"Sweden","1029647","Ove Almborn","LD","Bälteberga","General","Skåne"
914688,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1943,7,28,"Sweden","1039599","Ove Almborn","LD","No locality information available","General","Skåne"
914877,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.4739,56.30062,1943,7,11,"Sweden","1069792","Ove Almborn","LD","Käringmalen","General","Skåne"
914635,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1943,9,18,"Sweden","1031119","Ove Almborn","LD","No locality information available","General","Skåne"
914765,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.798333,54.722778,1943,NA,NA,"Denmark","1052032","M. Skytte Christiansen","LD","Fuglsang","General","Lolland"
2237901145,"84d26682-f762-11e1-a439-00145eb45e9a",11.8,55.68333,1941,8,25,"Denmark","DMS-1035261","Mogens Skytte Christiansen",NA,"Eriksholm",NA,NA
914643,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.53112,56.26789,1940,8,9,"Sweden","1031503","Ove Almborn","LD","No locality information available","General","Skåne"
914868,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.53112,56.26789,1940,8,9,"Sweden","1065152","Ove Almborn","LD","No locality information available","General","Skåne"
1086233184,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",13,56,1940,10,20,"Sweden","L16432","Ove Almborn","S","Skåne; Riseberga; Råred;;","S-Fungi","Skåne"
914626,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.27489,56.07522,1940,10,20,"Sweden","1029775","Ove Almborn","LD","No locality information available","General","Skåne"
2237870913,"84d26682-f762-11e1-a439-00145eb45e9a",12.56492,55.78473,1940,11,28,"Denmark","DMS-1006634","Mogens Skytte Christiansen",NA,"Jægersborg Dyrehave",NA,NA
234008034,"905daf20-04fd-11df-8c28-b8a03c50a862",15.34777,56.22437,1937,6,28,"Sweden","60868","B. Hedvall","UME",NA,"General",NA
914607,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.32996,56.19133,1937,6,28,"Sweden","1028559","B. Hedvall","LD","Anglemåla","General","Blekinge"
912722284,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.844167,49.806117,1937,7,10,"Germany","660",NA,"FR","Bad Kreuznach, auf Fuß des Rheingrafenstein bei Münster am Stein","Herbarium Senckenbergianum (FR) - Fungi",NA
915009,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.29936,56.18511,1937,8,5,"Sweden","1095552","Ove Almborn","LD","Fornanäs","General","Blekinge"
914625,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.90822,55.952,1936,5,12,"Sweden","1029711","Ove Almborn","LD","Bälteberga","General","Skåne"
2449353346,"85739778-f762-11e1-a439-00145eb45e9a",12.2333,54.2,1936,6,30,"Germany","118671","V. J. Grummann","B","DEUTSCHLAND, Mecklenburg-Vorpommern: Rostocker Heide westlich Graal.","Lichen Herbarium Berlin",NA
1065696150,"905daf20-04fd-11df-8c28-b8a03c50a862",13.32897,55.67241,1936,9,27,"Sweden","59813","Ove Almborn","UME","Dalby hage","General",NA
914622,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.32897,55.67241,1936,10,3,"Sweden","1029519","Ove Almborn","LD","Dalby hage","General","Skåne"
2449354388,"85739778-f762-11e1-a439-00145eb45e9a",7.6717,47.6333,1929,7,4,"Germany","118852","V. J. Grummann","B","DEUTSCHLAND, Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.","Lichen Herbarium Berlin",NA
2449363428,"85739778-f762-11e1-a439-00145eb45e9a",7.6717,47.6333,1929,7,4,"Germany","118853","V. J. Grummann","B","DEUTSCHLAND, Baden-Württemberg: Haagen bei Lörrach, Röttler Wald.","Lichen Herbarium Berlin",NA
442145397,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.643611,47.64389,1922,5,11,"Germany","B 60 0050763 / 147054 / 90582","Lettau, G.","B","Baden: ""Rümminger Moos"" bei Lörrach","Blettaucoll",NA
442145387,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.663055,47.715279,1921,5,1,"Germany","B 60 0050752 / 147044 / 90577","Lettau, G.","B","Baden: Wolfschlucht bei Kandern, 400 m.","Blettaucoll",NA
442145402,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.95,47.549999,1921,5,8,"Germany","B 60 0111739 / 147941 / 90912","Lettau, G.","B","Schwarzwald: Am Abhang unter dem ""Wieladinger Schloss"" (bei Säckingen), 520 m.","Blettaucoll",NA
442145507,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.691111,47.551945,1920,4,25,"Germany","B 60 0128013 / 149251 / 91344","Lettau, G.","B","Baden: Rührberg bei Wyhlen (Lörrach), 500 m.","Blettaucoll",NA
442145388,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.760278,47.994167,1916,4,17,"Germany","B 60 0050754 / 147048 / 90579","Lettau, G.","B","Baden: Mooswald bei Freiburg, gegen Opfingen","Blettaucoll",NA
442145479,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.760278,47.994167,1916,4,NA,"Germany","B 60 0112197 / 149200 / 91329","Lettau, G.","B","Baden: Mooswald bei Freiburg","Blettaucoll",NA
1086233188,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,56,1916,7,21,"Sweden","L16436","G.O. Malme","S","Skåne; Oppmanna; Arkelstorp;;","S-Fungi","Skåne"
442145390,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.319445,50.979168,1915,8,26,"Germany","B 60 0050756 / 147052 / 90581","Lettau, G.","B","Thüringer Wald: Annatal - Drachenschlucht bei Eisenach","Blettaucoll",NA
442145391,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.319445,50.979168,1915,8,26,"Germany","B 60 0050756a / 152426 / 92606","Lettau, G.","B","Thüringer Wald: Annatal - Drachenschlucht bei Eisenach","Blettaucoll",NA
442145389,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.63,47.806667,1914,6,1,"Germany","B 60 0050755 / 147050 / 90580","Lettau, G.","B","Baden: Müllheimer Eichwald","Blettaucoll",NA
442145395,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.663055,47.715279,1911,4,15,"Germany","B 60 0050762c / 146751 / 90461","Lettau, G.","B","Baden: 3) ""Wolfschlucht"" bei Kandern","Blettaucoll",NA
442145399,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.908611,47.581944,1911,7,16,"Germany","B 60 0050764a / 146412 / 90334","Lettau, G.","B","Baden:  2) Wehratal-Hang unweit Ehwaldhütte, [Schwarzwald]","Blettaucoll",NA
442145396,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695833,47.645557,1911,9,17,"Germany","B 60 0050762d / 146420 / 90337","Lettau, G.","B","Baden: 4) Sorrmatt-Tal bei Hauingen","Blettaucoll",NA
442145398,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.789444,47.560276,1911,9,24,"Germany","B 60 0050764 / 147056 / 90583","Lettau, G.","B","Baden: 1) Hagenbacher Hof bei Lörrach","Blettaucoll",NA
442145393,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.675,47.660557,1911,10,12,"Germany","B 60 0050762a / 152429 / 92607","Lettau, G.","B","Baden: 1) Röttler Wald bei Haagen","Blettaucoll",NA
442145394,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.761389,47.614723,1911,10,19,"Germany","B 60 0050762b / 146753 / 90462","Lettau, G.","B","Baden: 2) Wald Lörrach - Adelhausen","Blettaucoll",NA
442145392,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.675,47.660557,1910,8,4,"Germany","B 60 0050762 / 147046 / 90578","Lettau, G.","B","Baden: 1) Röttler Wald bei Haagen","Blettaucoll",NA
442145400,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.265,50.685833,1909,5,2,"Germany","B 60 0050775 / 147058 / 90584","Lettau, G.","B","Thüringen: Werragrund bei Blankenburg, 300 m.","Blettaucoll",NA
442145468,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.789444,50.756943,1909,5,16,"Germany","B 60 0112187 / 149174 / 91319","Lettau, G.","B","Thüringer Wald: Geratal oberhalb ""Dörrberger Hammer""","Blettaucoll",NA
2237884636,"84d26682-f762-11e1-a439-00145eb45e9a",8.971334,55.01486,1908,7,10,"Denmark","DMS-1020179","C. F. E. Erichsen",NA,"Draved Skov",NA,NA
914620,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.90822,55.952,1893,NA,NA,"Sweden","1029391","N. Alvthin","LD","Bälteberga","General","Skåne"
914617,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.32897,55.67241,1890,9,28,"Sweden","1029199","Alfred Berg","LD","Dalby hage","General","Skåne"
914824,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1889,6,6,"Sweden","1057984","Alfred Berg","LD","No locality information available","General","Skåne"
915008,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.84569,56.01058,1871,7,NA,"Sweden","1095488","Joh. Hulting","LD","Hanö","General","Blekinge"
