"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode"
2449421037,"7948250c-6958-4a29-a670-ed1015b26252",5.6497,59.9721,"Hordaland",2018,5,9,"Norway","226345","Jon T. Klepsland","O","Nedrevåg-Blåberget","L"
2449421260,"7948250c-6958-4a29-a670-ed1015b26252",5.4383,60.6374,"Hordaland",2018,5,14,"Norway","226363","Jon T. Klepsland","O","Helltveit NV","L"
2467684292,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",5.4391,60.6374,"Hordaland",2018,5,14,"Norway","28811/1","Andreas Frisch","TRH","Kvalvika-Røyldalane","L"
2467684323,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",5.4391,60.6374,"Hordaland",2018,5,14,"Norway","28812/1","Andreas Frisch","TRH","Kvalvika-Røyldalane","L"
1836161004,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",6.199741,58.830166,"Rogaland",2017,7,12,"Norway","JK17-317","Klepsland, Jon T.","BioFokus","Dirdal Ø","BioFokus"
2013152383,"7948250c-6958-4a29-a670-ed1015b26252",6.1997,58.8302,"Rogaland",2017,7,12,"Norway","223335","Jon T. Klepsland","O","Dirdal Ø","L"
1836109680,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",8.66266,58.700433,"Aust-Agder",2017,9,14,"Norway","JK17-568","Klepsland, Jon T.","BioFokus","Hovdefjell S","BioFokus"
2013152571,"7948250c-6958-4a29-a670-ed1015b26252",8.6627,58.7004,"Aust-Agder",2017,9,14,"Norway","223486","Jon T. Klepsland","O","Hovdefjell S","L"
2238543002,"84d26682-f762-11e1-a439-00145eb45e9a",8.63121,57.065118,NA,2016,6,9,"Denmark","DMS-9246224","Ulrik Søchting",NA,"Skelsgård Bakke",NA
2013151712,"7948250c-6958-4a29-a670-ed1015b26252",11.5697,65.0449,"Nord-Trøndelag",2016,7,3,"Norway","222581","Jon T. Klepsland","O","Gjertrudvika N","L"
2404516208,"b124e1e0-4755-430f-9eab-894f25a9b59c",11.569681,65.04488,"Trøndelag",2016,7,3,"Norway","15597785","Jon Klepsland","nbf","Gjertrudvika N, Leka, Tø","so2-lichens"
1676073329,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.79,47.810417,NA,2016,9,17,"France","49067-771",NA,"FR","Waldreservat St. Antoine","Herbarium Senckenbergianum (FR) - Fungi"
2013150521,"7948250c-6958-4a29-a670-ed1015b26252",7.834,58.7824,"Aust-Agder",2015,5,2,"Norway","221482","Jon T. Klepsland","O","Fånefjell","L"
1324320275,"7948250c-6958-4a29-a670-ed1015b26252",10.8806,59.8937,"Oslo fylke",2014,4,27,"Norway","200187","Jon T. Klepsland","O","Sarabråten N","L"
2399383292,"b124e1e0-4755-430f-9eab-894f25a9b59c",10.8807,59.893703,"Oslo",2014,4,27,"Norway","11378820","Jon Klepsland","nbf","Sarabråten N, Oslo, Os","so2-lichens"
1305183788,"bf2a4bf0-5f31-11de-b67e-b8a03c50a862",-4.814167,54.056944,"Isle of Man",2014,7,7,"United Kingdom","E00786431","Coppins, Brian J.","E","Calf of Man, above Gibdale Bay","E"
1305185429,"bf2a4bf0-5f31-11de-b67e-b8a03c50a862",-4.828611,54.053333,"Isle of Man",2014,7,6,"United Kingdom","E00786372","Coppins, Brian J.","E","Calf of Man, lighthouse area, E of lighthouse","E"
1061245126,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.263883,50.945,NA,2014,10,30,"Germany","38453",NA,"FR","Keilholz, unten am Ausgang zum Knechtsbachtal","Herbarium Senckenbergianum (FR) - Fungi"
1061245127,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.18555,50.94555,NA,2014,10,28,"Germany","38406",NA,"FR","beim Eingang zum Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi"
1061245128,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.229167,50.945283,NA,2014,10,30,"Germany","38454",NA,"FR","über dem Keilholzflüßchen","Herbarium Senckenbergianum (FR) - Fungi"
1061245130,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.18555,50.946117,NA,2014,10,28,"Germany","38398",NA,"FR","Schwarzbachtal, unter dem ""Raubschloß""","Herbarium Senckenbergianum (FR) - Fungi"
1061245131,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.19695,50.947217,NA,2014,10,28,"Germany","38403",NA,"FR","im Sebnitztal","Herbarium Senckenbergianum (FR) - Fungi"
1324318904,"7948250c-6958-4a29-a670-ed1015b26252",10.8805,59.8939,"Oslo fylke",2013,4,20,"Norway","197843","Jon T. Klepsland","O","Sarabråten N","L"
913615034,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.93195,51.1325,NA,2013,5,2,"Germany","35012",NA,"FR","Görlitz, Landeskrone, Eschenallee am Fahrweg, Baum ""7""","Herbarium Senckenbergianum (FR) - Fungi"
1054024230,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",5.366612,59.727488,"Hordaland",2012,7,21,"Norway","JK12-L155","Klepsland, Jon T.","BioFokus","Spyssøyhamn V","BioFokus"
919263556,"7948250c-6958-4a29-a670-ed1015b26252",5.3667,59.7275,"Hordaland",2012,7,21,"Norway","186156","Jon T. Klepsland","O","Spyssøyhamn V","L"
913614974,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.33445,50.91305,NA,2012,10,11,"Germany","33958",NA,"FR","Elbsandsteingebirge, bei der niederen Schleuse","Herbarium Senckenbergianum (FR) - Fungi"
913615016,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.098617,50.98695,NA,2012,10,9,"Germany","34031",NA,"FR","Elbsandsteingebirge, Riesengrund, an der Flanke des Hühnerbergs","Herbarium Senckenbergianum (FR) - Fungi"
1324741418,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",17.26837,69.10648,"Troms",2010,7,14,"Norway","95290","Tønsberg, T.","BG","Senja, NE of Stonglandseidet, S of Vassjorda, uphill from Vassvikklubben, just S of road","L"
1041912579,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",8.2601,62.4485,"Møre og Romsdal",2009,4,25,"Norway","650906/2","Geir Gaarder, Tom Hellik Hofton, et al.","TRH","Eikesdalen: Digerurda","L"
1324740156,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.3054,59.35324,"Rogaland",2009,5,23,"Norway","92436","Tønsberg, T.","BG","SW of Avaldsnes Church, Bukkøya","L"
1212209450,"85739778-f762-11e1-a439-00145eb45e9a",9.4833,53.4167,NA,2008,4,5,"Germany","103373","H. Sipman","B","DEUTSCHLAND, Niedersachsen: Landkr. Stade. Braken NSG & FFH, S of Harsefeld. MTB 2522/4B5. Elev. 50 m.","Lichen Herbarium Berlin"
2425460210,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.58,42.14,"Girona",2007,6,27,"Spain","19708","Esteve Llop & Antonio Gómez-Bolea","BCN","Roca de Migdia","Lich"
2425460310,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.58,42.14,"Girona",2007,6,27,"Spain","19714","Esteve Llop & Antonio Gómez-Bolea","BCN","Roca de Migdia","Lich"
1717205752,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.821859,50.320338,"dolnośląskie",2004,6,26,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Biała Woda Stream Valley",NA
1717207550,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.821859,50.320338,"dolnośląskie",2004,6,26,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Równica Stream Valley",NA
1717206614,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,"dolnośląskie",2003,8,27,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Międzygórze",NA
1717207505,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,"dolnośląskie",2003,8,22,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Nowinka Stream Valley",NA
1324737488,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.32778,59.5708,"Rogaland",2000,4,22,"Norway","58917","Tønsberg, T.","BG","E of fjord Saudafjorden, along the road between Sauda and Tangen, S of farm Mollatveit ('Moldatveit'), 0.5 km N of the Sauda/Suldal community border, just E of the road","L"
328127928,"890afcd2-f762-11e1-a439-00145eb45e9a",-6.698,43.046001,"O",2000,10,17,"Spain","23453-1","S. Pérez-Ortega & J. A. F. Prieto","VAL","Cangas del Narcea. Borde y lecho del arroyo  Vacha la Degollá, subiendo hacia Fuenculebrera. Monte Muniellos","VAL_Lich"
328127931,"890afcd2-f762-11e1-a439-00145eb45e9a",-6.698,43.046001,"O",2000,10,17,"Spain","23467-1","S. Pérez-Ortega & J. A. F. Prieto","VAL","Cangas del Narcea. Borde y lecho del arroyo  Vacha la Degollá, subiendo hacia Fuenculebrera. Monte Muniellos","VAL_Lich"
152946901,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411978,45.799715,"Notranjska",1997,10,3,"Slovenia","F1020220","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Cerkniško jezero","FloVegSI-FLO"
1851694525,"2a89fac8-e079-419e-8883-70a4cd9c25e1",-6.73,42.84,"Leon",1995,7,26,"Spain","3563-1","Llamas, Úbeda, Terrón, Amaya & Álvarez","LEB","Suertes de Ancares","LICHEN"
1041918452,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",10.5741,64.0872,"Sør-Trøndelag",1995,9,2,"Norway","3399/1","Håkon Holien","TRH","SW-facing slope of Blåfjellet","L"
152947477,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,NA,1992,10,14,"Slovenia","F775277","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO"
1057054943,"7e380070-f762-11e1-a439-00145eb45e9a",-4.888275,51.853226,"Wales",1979,11,NA,"United Kingdom","BM000004999","P W. James","NHMUK",NA,"BOT"
2237882741,"84d26682-f762-11e1-a439-00145eb45e9a",9.399442,55.2211,NA,1976,5,21,"Denmark","DMS-1020013","Ulrik Søchting",NA,"Pamhule Skov",NA
2237883820,"84d26682-f762-11e1-a439-00145eb45e9a",9.399442,55.2211,NA,1976,5,21,"Denmark","DMS-1020014",NA,NA,"Pamhule Skov",NA
2237886276,"84d26682-f762-11e1-a439-00145eb45e9a",9.399442,55.2211,NA,1976,5,21,"Denmark","DMS-1020041","Mogens Skytte Christiansen",NA,"Pamhule Skov",NA
