"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince"
1826811922,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.34,41.78,1983,5,1,"Spain","Riera de Picamena (Avenc)","11067","Antonio Gómez-Bolea","BCN","Lich","Barcelona"
2425460932,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.46,42.05,1982,8,15,"Spain","Rupit","21090","Antonio Gómez-Bolea","BCN","Lich","Barcelona"
1826812660,"7f2889e6-f762-11e1-a439-00145eb45e9a",2.45,42.23,1981,5,17,"Spain","Vall d'En Bac","11642","Antonio Gómez-Bolea","BCN","Lich","Girona"
1086218639,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",13,58,1955,6,20,"Sweden","Västergötland: Kinnekulle, Medelplana par., above Råbäck","L9001","R. Santesson","S","S-Fungi","Västergötland"
1086218870,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,58,1955,6,19,"Sweden","Västergötland, Fägre par., ca 0,5 km W of Fimmerstad","L8983","R. Santesson","S","S-Fungi","Västergötland"
1065693982,"905daf20-04fd-11df-8c28-b8a03c50a862",16.217566,58.618177,1949,5,2,"Sweden","Händelö","48166","Börje Hardal","UME","General",NA
1065694021,"905daf20-04fd-11df-8c28-b8a03c50a862",16.217566,58.618177,1949,5,2,"Sweden","Händelö","48167","Börje Hardal","UME","General",NA
1065694033,"905daf20-04fd-11df-8c28-b8a03c50a862",16.217566,58.618177,1949,5,2,"Sweden","Händelö","48170","Börje Hardal","UME","General",NA
1065694060,"905daf20-04fd-11df-8c28-b8a03c50a862",16.217566,58.618177,1949,5,2,"Sweden","Händelö","48168","Börje Hardal","UME","General",NA
1065694077,"905daf20-04fd-11df-8c28-b8a03c50a862",14.695625,58.383562,1948,7,NA,"Sweden","Borghamn","48164","R. Santesson","UME","General",NA
1086433270,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,58,1948,7,10,"Sweden","Sweden. b) Östergötland: Väversunda, Omberg, Borgsudde.","F162177","Rolf Santesson","S","S-Fungi","Östergötland"
1503046230,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",15,62,1948,7,10,"Sweden",NA,"C0059152F","R. Santesson","F","Botany",NA
768924,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.2759,56.00377,1948,10,30,"Sweden","Odensjön","1039647","Ove Almborn","LD","General","Skåne"
1065694031,"905daf20-04fd-11df-8c28-b8a03c50a862",13.318634,55.681799,1947,7,28,"Sweden","Sjöstorp","48165","Börje Hardal","UME","General",NA
1065696339,"905daf20-04fd-11df-8c28-b8a03c50a862",13.318634,55.681799,1947,7,23,"Sweden","Sjöstorp","60209","Ove Almborn","UME","General",NA
1086218202,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,55,1947,7,13,"Sweden","Skåne, St Olof par., S of Måsalycke","L8984","R. Santesson","S","S-Fungi","Skåne"
1086218829,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",13,56,1947,7,21,"Sweden","Skåne, Stenestad par., Klöva Hallar","L8982","R. Santesson","S","S-Fungi","Skåne"
1503046213,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",15,62,1947,7,28,"Sweden",NA,"C0059154F","O. Almborn","F","Botany",NA
1705460787,"41b59050-0a12-11dd-953d-b8a03c50a862",13.344029,55.664343,1947,7,23,"Sweden","Skåne. Dalby: Sjöstorp on twigs of Picea abies","237834","Almborn, Ove","BMO","OHN","Skåne"
768683,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.31863,55.68179,1947,7,23,"Sweden","Sjöstorp","1011087","Rolf Santesson","LD","General","Skåne"
768921,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.31863,55.68179,1947,7,23,"Sweden","Sjöstorp","1039519","Ove Almborn","LD","General","Skåne"
768923,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.29448,55.57885,1947,7,11,"Sweden","No locality information available","1039583","Rolf Santesson","LD","General","Skåne"
