"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode"
914864922,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.8,49.13055,NA,2011,7,21,"Poland","35647",NA,"FR","Bieszczady (Ostbeskiden), nördlich von Tarnawa, verlassene Siedlung","Herbarium Senckenbergianum (FR) - Fungi"
919261358,"7948250c-6958-4a29-a670-ed1015b26252",6.5366,58.2424,"Vest-Agder",2011,7,5,"Norway","176936","Jon T. Klepsland","O","Kåda (Hidra)","L"
1978637022,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.82195,50.968333,NA,2011,8,2,"Germany","32174",NA,"FR","Oberseifersdorf, "" Der Hain""","Herbarium Senckenbergianum (FR) - Fungi"
914864621,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.89,50.986667,NA,2011,8,24,"Germany","31998",NA,"FR","Hirschfelde","Herbarium Senckenbergianum (FR) - Fungi"
914864731,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.87195,51.517783,NA,2011,8,16,"Germany","29512",NA,"FR","Schipkau","Herbarium Senckenbergianum (FR) - Fungi"
914864817,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.957783,51.015,NA,2011,8,7,"Poland","31956",NA,"FR","Zgorzelecki, östlich von Krzewina Zgorzecka","Herbarium Senckenbergianum (FR) - Fungi"
1054069331,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",7.282516,58.033711,"Vest-Agder",2011,9,27,"Norway","JK11-L465","Klepsland, Jon T.","BioFokus","Tjøm","BioFokus"
914864601,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.691667,50.92805,NA,2011,9,30,"Germany","31948",NA,"FR","Wald zwischen Spitzkunnersdorf und Hainewalde","Herbarium Senckenbergianum (FR) - Fungi"
919259308,"7948250c-6958-4a29-a670-ed1015b26252",7.282,58.0337,"Vest-Agder",2011,9,16,"Norway","172157","Yngvar Gauslaa","O","Tjøm","L"
919261508,"7948250c-6958-4a29-a670-ed1015b26252",7.2825,58.0337,"Vest-Agder",2011,9,27,"Norway","177085","Jon T. Klepsland","O","Tjøm","L"
914864847,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.696383,51.017783,NA,2011,10,14,"Germany","31759",NA,"FR","Obercunnersdorf","Herbarium Senckenbergianum (FR) - Fungi"
914864618,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.886667,51.334717,NA,2010,9,22,"Germany","30048",NA,"FR","Oberlausitz, NSG Königsbrücker Heide, Dünenzug SW der Otterbachniederung (Artilleriehöhen)","Herbarium Senckenbergianum (FR) - Fungi"
914864497,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.0875,50.45695,NA,2010,10,13,"Germany","28711",NA,"FR","Vogtland, NSG Vogelfreistätte Burgteich","Herbarium Senckenbergianum (FR) - Fungi"
1324738826,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.17281,59.15276,"Rogaland",2009,5,26,"Norway","88630","Gaarder, G., Jordal, J.B., Johnsen, J.I. & Dalen, E.","BG","ved utløpsosen frå Riskadalsvatnet","L"
1324738851,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",6.17654,59.1547,"Rogaland",2009,5,26,"Norway","88631","Gaarder, G., Jordal, J.B., Johnsen, J.I. & Dalen, E.","BG","utløpsoset ved Riskadalsvatnet","L"
1212215204,"85739778-f762-11e1-a439-00145eb45e9a",14.5317,51.9267,NA,2009,10,18,"Germany","120972","H. Sipman","B","DEUTSCHLAND, Brandenburg: Landkreis Spree-Neisse, c. 2.5 km NE of Tauer along road to Bärenklau, near Krolls Lauch. Alt. 80 m.","Lichen Herbarium Berlin"
914864591,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.93945,50.638883,NA,2009,10,12,"Germany","27892",NA,"FR","Ehrenfriedersdorf, Stadtwald, Lärchenbestand am ""kalten Feld""","Herbarium Senckenbergianum (FR) - Fungi"
788444665,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.19551,55.71043,"Skåne",2007,1,3,"Sweden","1188067","Ulf Arup, Ingvar Kärnefelt, Arne Thell & Martin Westberg","LD","No locality information available","General"
914864712,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.859717,51.186667,NA,2006,4,8,"Germany","23975",NA,"FR","Oberlausitz, Königshainer Berge, zwischen Königshain und dem Schwalbenberg","Herbarium Senckenbergianum (FR) - Fungi"
1931341595,"d415c253-4d61-4459-9d25-4015b9084fb0",14.8806,47.0597,"Styria",2005,7,30,"Austria","1103764","W. Obermayer","NY","Steiermark. Steirisches Randgebirge, Stubalpe, 15 km W of Koflach, 7.5 km NW of Hirschegg, 0.4 km NW of Kochbauer","NY"
914864637,"828a3d8c-f762-11e1-a439-00145eb45e9a",5.307783,46.32195,NA,2005,7,11,"France","22284",NA,"FR","Bourg en Bresse, ca. 16 km N, Rastplatz an der Straße N 83 von NE in Richtung Lyon","Herbarium Senckenbergianum (FR) - Fungi"
914864429,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.557633,46.3357,NA,2003,8,1,"Slovenia","15461",NA,"FR","Julische Alpen, Bovec, Ortslage, bei der unteren Kirche","Herbarium Senckenbergianum (FR) - Fungi"
914864625,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.6793,51.2943,NA,2002,5,14,"Germany","15037",NA,"FR","Oelsa e","Herbarium Senckenbergianum (FR) - Fungi"
