"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","institutionCode","locality","collectionCode","stateProvince","recordedBy"
2237875505,"84d26682-f762-11e1-a439-00145eb45e9a",11.60868,55.18936,1940,10,13,"Denmark","DMS-1013997",NA,"Karrebækstorp Skov",NA,NA,"Paul Gelting"
2237911570,"84d26682-f762-11e1-a439-00145eb45e9a",12.200875,55.405336,1940,10,27,"Denmark","DMS-1044219",NA,"Vallø Dyrehave",NA,NA,"Paul Gelting"
2237883669,"84d26682-f762-11e1-a439-00145eb45e9a",9.74395,55.49941,1939,8,14,"Denmark","DMS-1018963",NA,"Middelfart",NA,NA,"Ove Almborn"
2237900463,"84d26682-f762-11e1-a439-00145eb45e9a",10.36666,55.15,1939,8,12,"Denmark","DMS-1034738",NA,"Brahetrolleborg",NA,NA,"Ove Almborn"
885877,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.844167,54.997222,1939,8,11,"Denmark","1037121","LD","Tranekær","General","Langeland","Ove Almborn"
885879,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.349167,55.153056,1939,8,12,"Denmark","1037249","LD","Brahetrolleborg","General","Fyn","Ove Almborn"
885880,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.689167,55.505278,1939,8,14,"Denmark","1037313","LD","Hindsgavl","General","Fyn","Ove Almborn"
886313,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.349167,55.153056,1939,8,12,"Denmark","1075537","LD","Brahetrolleborg","General","Fyn","Ove Almborn"
885857,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.27169,55.54033,1938,3,13,"Sweden","1035841","LD","Bökeberg","General","Skåne","Ove Almborn"
1086233177,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",12,57,1938,6,23,"Sweden","L16412","S","Halland: Tölö sn: Gåsevadsholm, oxel (t. rikl.) o lind (spars.) v. vägen nära slottet.","S-Fungi","Halland","T. E. Hasselrot"
885552,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.32593,55.50685,1938,7,12,"Sweden","1007810","LD","Börringekloster","General","Skåne","Ove Almborn"
885556,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.3004,55.51244,1938,7,12,"Sweden","1007938","LD","Vidarp","General","Skåne","Ove Almborn"
885860,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1938,7,13,"Sweden","1036033","LD","No locality information available","General","Skåne","Ove Almborn"
234007148,"905daf20-04fd-11df-8c28-b8a03c50a862",12.53758,53.75312,1938,8,16,"Germany","62541","UME",NA,"General",NA,"Ove Almborn"
788505430,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.16992,52.77034,1938,8,9,"Germany","1261046","LD","No locality information available","General","Niedersachsen","Ove Almborn"
788505487,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.16992,52.77034,1938,8,8,"Germany","1261106","LD","No locality information available","General","Niedersachsen","Ove Almborn"
788505543,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.80583,54.18883,1938,8,15,"Germany","1261166","LD","No locality information available","General","Schleswig-Holstein","Ove Almborn"
788505600,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.80583,54.18883,1938,8,14,"Germany","1261226","LD","No locality information available","General","Schleswig-Holstein","Ove Almborn"
788512665,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.975,53.907778,1938,8,16,"Germany","1268666","LD","Dassow","General","Mecklenburg-Vorpommern","Ove Almborn"
885873,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.01825,57.6459,1937,5,31,"Sweden","1036865","LD","No locality information available","General","Västergötland","Ove Almborn"
885875,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.206111,55.2525,1937,5,15,"Denmark","1036993","LD","Vemmetofte Vesterskov","General","Sjælland","Ove Almborn"
2237907673,"84d26682-f762-11e1-a439-00145eb45e9a",15.19707,55.3387,1937,6,2,"Denmark","DMS-1041352",NA,"Frederiksø",NA,NA,"Paul Gelting"
885874,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.01825,57.6459,1937,6,15,"Sweden","1036929","LD","No locality information available","General","Västergötland","B. Hedvall"
2237908506,"84d26682-f762-11e1-a439-00145eb45e9a",15.19707,55.3387,1937,7,17,"Denmark","DMS-1041353",NA,"Frederiksø",NA,NA,"Paul Gelting"
788483257,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",18.99999,50.31829,1937,7,6,"Poland","1237822","LD","No locality information available","General","Slaskie","A. Graw"
885866,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.57337,56.0362,1937,8,19,"Sweden","1036417","LD","No locality information available","General","Blekinge","Ove Almborn"
911996710,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.61305,47.61445,1937,10,1,"Germany","8115","FR","zwischen Schleinsee und Betznau","Herbarium Senckenbergianum (FR) - Fungi",NA,NA
885558,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.27169,55.54033,1936,4,5,"Sweden","1008002","LD","Bökeberg","General","Skåne","Ove Almborn"
885560,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.49333,55.62035,1936,4,29,"Sweden","1008066","LD","No locality information available","General","Skåne","Ove Almborn"
885855,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.27169,55.54033,1936,4,5,"Sweden","1035713","LD","Bökeberg","General","Skåne","Ove Almborn"
919304276,"7948250c-6958-4a29-a670-ed1015b26252",21.1333,78.5667,1936,8,1,"Svalbard and Jan Mayen","170341","O","(Spitsbergen): Barentsøya: Mt. Steinbeisfjellet og Kapp Wojeikow","L","Svalbard","Eilif Dahl"
1086233168,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",12,57,1934,10,7,"Sweden","L16413","S","Sweden. Västergötland: Fässberg. The old cemetery","S-Fungi","Göteborg","A. H. Magnusson"
885871,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.01825,57.6459,1934,10,7,"Sweden","1036737","LD","No locality information available","General","Västergötland","A. H. Magnusson"
911996699,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.027217,50.40555,1932,5,11,"Germany","8038","FR","Vogtland, Plauen, w Groß Zöbern","Herbarium Senckenbergianum (FR) - Fungi",NA,NA
788507488,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.532778,52.1425,1931,NA,NA,"Germany","1263253","LD","Fünfeichen","General","Brandenburg","J. Hillmann"
1086233166,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",12,57,1930,1,14,"Sweden","L16411","S","Västergötland: Mölndal, Gamla kyrkogården","S-Fungi","Göteborg","T. E. Hasselrot"
442144751,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.893611,47.788055,1923,8,NA,"Germany","B 60 0030129 / 145865 / 90107","B","Schwarzwald: Holzinshaus bei Schönau (Wiesental)","Blettaucoll",NA,"Lettau, G."
442144749,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.646389,47.757221,1922,5,7,"Germany","B 60 0030124 / 145846 / 90102","B","Baden: Oberhalb Obereggenen (bei Kandern), 400 m.","Blettaucoll",NA,"Lettau, G."
442144747,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953889,47.964722,1921,8,NA,"Germany","B 60 0030122 / 145835 / 90100","B","Schwarzwald: Kirchzarten bei Freiburg","Blettaucoll",NA,"Lettau, G."
442144761,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.901667,47.91111,1921,8,7,"Germany","B 60 0030136 / 145856 / 90104","B","Schwarzwald: Schauinsland - Hundsrücken (bei Freiburg), 1200 m.","Blettaucoll",NA,"Lettau, G."
442144755,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.823056,47.65139,1920,6,26,"Germany","B 60 0030130 / 145870 / 90108","B","Baden: Schopfheim","Blettaucoll",NA,"Lettau, G."
442144760,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.850278,47.996113,1916,4,11,"Germany","B 60 0030133a / 149885 / 91596","B","Baden: 2) Unter Schönberger Hof bei Freiburg","Blettaucoll",NA,"Lettau, G."
442144750,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.828333,47.77639,1915,10,31,"Germany","B 60 0030125 / 145850 / 90103","B","Schwarzwald: Bürchau - Elbenschwand (kleines Wiesental)","Blettaucoll",NA,"Lettau, G."
442144748,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,1914,1,1,"Germany","B 60 0030123 / 145842 / 90101","B","Baden: Eichsel bei Lörrach","Blettaucoll",NA,"Lettau, G."
442144759,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.659167,47.786945,1914,6,1,"Germany","B 60 0030133 / 145864 / 90106","B","Baden:  1) Lipburg bei Müllheim","Blettaucoll",NA,"Lettau, G."
442144753,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.670278,47.802776,1912,5,5,"Germany","B 60 0030129a / 149878 / 91594","B","[Schwarzwald] Baden: Badenweiler - Schweighof","Blettaucoll",NA,"Lettau, G."
442144757,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.914166,47.827778,1912,5,27,"Germany","B 60 0030131 / 145874 / 90109","B","[Schwarzwald] Baden: Knöpflesbrunnen bei Todtnau","Blettaucoll",NA,"Lettau, G."
442144779,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.914166,47.827778,1912,5,27,"Germany","B 60 0030925 / 145922 / 90128","B","Schwarzwald: Knöpflesbrunnen bei Todtnau","Blettaucoll",NA,"Lettau, G."
442144780,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.947222,47.831665,1912,5,27,"Germany","B 60 0030926 / 145924 / 90129","B","[Schwarzwald] Baden: Todtnau gegen Knöpflesbrunnen, 900 m.","Blettaucoll",NA,"Lettau, G."
442144754,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.904722,47.630554,1910,6,15,"Germany","B 60 0030129b / 149880 / 91595","B","[Schwarzwald] Baden: 2) Wehr an der Strasse ins Wehratal","Blettaucoll",NA,"Lettau, G."
919278333,"7948250c-6958-4a29-a670-ed1015b26252",20.65,80.6333,1868,9,6,"Svalbard and Jan Mayen","125843","O","Spitsb.: Parrys ø","L","Svalbard","T.M. Fries"
