"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","institutionCode","locality","collectionCode","stateProvince","recordedBy","DB","BBarcode"
2005116754,"828a3d8c-f762-11e1-a439-00145eb45e9a",18.876333,48.16695,2018,5,22,"Slovakia","54535-771","FR","Dudince, im Park","Herbarium Senckenbergianum (FR) - Fungi",NA,NA,"GBIF",NA
1233562558,"828a3d8c-f762-11e1-a439-00145eb45e9a",16.009417,50.920467,2015,6,14,"Poland","41028","FR","beim Bärstein","Herbarium Senckenbergianum (FR) - Fungi",NA,NA,"GBIF",NA
1061067328,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.183667,50.948417,2014,10,28,"Germany","38381","FR","Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi",NA,NA,"GBIF",NA
1061067329,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.183617,50.94805,2014,10,28,"Germany","38379","FR","im Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi",NA,NA,"GBIF",NA
1212118607,"85739778-f762-11e1-a439-00145eb45e9a",6.6233,50.2217,2005,5,6,"Germany","67756","B","GERMANY, Rheinland-Pfalz, Kr. Daun: Dietzenley near Büscheich, wooded hill E of Birresborn. Alt. c. 600 m.","Lichen Herbarium Berlin",NA,"H. Sipman","GBIF",NA
1872036160,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",7.237244,50.678712,2005,5,7,"Germany","C1017650F","F","Nohn, Wasserfall area","Botany","Rheinland-Pfalz","A. Aptroot","GBIF",NA
