"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode"
1675763857,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.580556,50.08045,NA,2014,"11",26,"Germany","221344",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1675763983,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.957317,47.668283,NA,2014,"11",15,"Germany","264212",NA,"FR","Regierungsbezirk Oberbayern, Landkreis Weilheim-Schongau, Gemeinde Wildsteig, Wildmoos bei Peustelsau (Probenfläche 894)","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1233561856,"828a3d8c-f762-11e1-a439-00145eb45e9a",16.551067,45.911667,NA,2013,"8",28,"Croatia","37513",NA,"FR","bei Stari Glog","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1675763662,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.2725,50.141111,NA,2012,"3",26,"Germany","218404-P3582",NA,"FR","Wiesbaden, Naurod. Taunus, nordwestlich Kellerskopf im Trockenborn.","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1212104740,"85739778-f762-11e1-a439-00145eb45e9a",13.425,52.4733,NA,2012,"4",10,"Germany","178258","K. Rux","B","GERMANY, Berlin: Neukölln, Okerstrasse, Strassenbahn.","Lichen Herbarium Berlin","GBIF",NA
1212104963,"85739778-f762-11e1-a439-00145eb45e9a",13.1817,52.3867,NA,2012,"4",13,"Germany","178254","H. Sipman & K. Rux","B","GERMANY, Brandenburg: Stahnsdorf, Südwest-Kirchhof, S-side. Alt. 50 m.","Lichen Herbarium Berlin","GBIF",NA
1675763653,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.2725,50.141111,NA,2012,"5",2,"Germany","218407-P3609",NA,"FR","Wiesbaden, Naurod. Taunus, nordwestlich Kellerskopf im Trockenborn.","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958223,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.49945,51.921667,NA,2011,"3",27,"Germany","29433",NA,"FR","zwischen Tauer & Bärenklau, unweit von Krolls Lauch","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958250,"828a3d8c-f762-11e1-a439-00145eb45e9a",23.78,52.720833,NA,2011,"4",23,"Poland","35663",NA,"FR","Podlasien, Erlenbruch südlich von Teremiski","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1675763773,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.801111,45.738333,NA,2011,"6",24,"Italy","67288",NA,"FR","Prov. Verona, Prealpina Gardesana, Monte Baldo, The Cima Valdritta, westslope, west of Malga Fiabio","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1675763802,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.804722,45.746944,NA,2011,"6",24,"Italy","67848",NA,"FR","Prov. Verona, Lago di Garda, Malcesine, Loc. Caris","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1978636928,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.49055,50.893883,NA,2011,"7",11,"Czechia","31860",NA,"FR","Wald zwischen Rybriste und Kujov","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958308,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.8,49.13055,NA,2011,"7",21,"Poland","35643",NA,"FR","Bieszczady (Ostbeskiden), nördlich von Tarnawa, verlassene Siedlung","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958187,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.280283,50.92445,NA,2011,"10",17,"Poland","31769",NA,"FR","Lubanski, Meffersdorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958273,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.599167,51.93195,NA,2010,"6",12,"Germany","29969",NA,"FR","Niederlausitz, bei Atterwasch","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1099934171,"858c1c6c-f762-11e1-a439-00145eb45e9a",11.367416,47.925297,NA,2010,"9",10,"Germany","M-0045797 / 586067 / 256901","Cezanne, R.","SNSB-M","Gehöft ""Schwabbruck"" ostnordösatlich von Weipertshausen 650 m üNN auf Flavoparmelia caperata, am Stammgrund von alter Eiche TK 8034-3 Bayern Deutschland","BSMlichfungicoll","GBIF",NA
1060402027,"61a9ca38-b62f-11e2-afcb-00145eb45e9a",8.4,49,NA,2009,"5",19,"Germany","KR-M-0003485 / 568448 / 94000",NA,"SMNK","Heide, 'Alter Flugplatz', Neureut","SMNKfungicoll","GBIF",NA
1930157444,"d415c253-4d61-4459-9d25-4015b9084fb0",15.5686,47.2153,"Styria",2009,"8",23,"Austria","03303822","J. Hafellner","NY","Steiermark (=Styria), Eastern Alps, Styrian Fringe Mountains, Grazer Bergland, Raabklamm, 4.6 km west of the centre of Weiz, 600 m northeast of Gutenberg, orographically left side of the gorge. (grid number 8759/3)","NY","GBIF",NA
911958255,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.93945,50.638883,NA,2009,"10",12,"Germany","27890",NA,"FR","Ehrenfriedersdorf, Stadtwald, Lärchenbestand am ""kalten Feld""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
911958134,"828a3d8c-f762-11e1-a439-00145eb45e9a",5.307783,46.32195,NA,2005,"7",11,"France","22283",NA,"FR","Bourg en Bresse, ca. 16 km N, Rastplatz an der Straße N 83 von NE in Richtung Lyon","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
152926181,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2003,"1",29,"Slovenia","F955189","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA
1935689180,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.87583,47.25917,NA,2003,"4",18,"Austria","0042578","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Schönau, am Unterlauf des Kroisbaches zwischen Schönaudorf und der Einmündung in die Pöllauer Safen [360 m, 8761/1 (47°15'33""N, 15°52'33""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689182,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.84167,47.25556,NA,2003,"4",18,"Austria","0042491","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Lehen, Föhrenwald WSW vom Ghf. Schrank [640 m, 8761/1 (47°15'20""N, 15°50'30""E ±250 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689202,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83389,47.30639,NA,2003,"4",1,"Austria","0043171","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Aupark ca. 400 m N von Schloss Pöllau [425 m, 8661/3 (47°18'23""N, 15°50'02""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689207,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83389,47.30639,NA,2003,"4",1,"Austria","0043146","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Aupark ca. 400 m N von Schloss Pöllau [425 m, 8661/3 (47°18'23""N, 15°50'02""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689187,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.87917,47.28056,NA,2003,"5",17,"Austria","0042458","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Söllnerdorf ca. 1 km NNW Winzendorf, zwischen der Hochstraße nach Pöllauberg und den Kartteichen [405 m, 8761/1 (47°16'50""N, 15°52'45""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689191,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.85694,47.28333,NA,2003,"5",17,"Austria","0042622","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Schönau bei Pöllau, Bereich zwischen der Ortschaft Tutten und er Landesstraße nach Pöllau [415 m, 8761/1 (47°17'00""N, 15°51'25""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689192,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.87222,47.26944,NA,2003,"5",17,"Austria","0042528","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Schönau bei Pöllau, am Ufer der Pöllauer Safen, ca. 1,1 km NNE Schönaudorf bis zur Gemeindegrenze zwischen Schönegg und Dienersdorf [350 m, 8761/1 (47°16'10""N, 15°52'20""E ±300 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689193,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83194,47.30278,NA,2003,"5",16,"Austria","0043094","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Schlosspark unmitelbar WSW von Schloss Pöllau [430 m, 8660/4 (47°18'10""N, 15°49'55""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO","GBIF",NA
1935689195,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.8125,47.30694,NA,2003,"5",10,"Austria","0042719","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Rabenwald, an der Straße von Pöllau zum Gehöft Wirtpoldl, ca. 300 m NE vom Schloss Lehenshofen [480 m, 8660/4 (47°18'25""N, 15°48'45""E ±300 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Rabenwald]","Herbarium GJO","GBIF",NA
1935689198,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.79472,47.29611,NA,2003,"5",9,"Austria","0042826","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Rabenwald, Haregg, ca. 70 m E des Gehöftes Heil [670 m, 8760/2 (47°17'46""N, 15°47'41""E ±100 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Rabenwald]","Herbarium GJO","GBIF",NA
