"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode","b1test","name"
788568369,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.45423,49.91491,"Rheinland-Pfalz",1930,"4",3,"Germany","1326045","A. Schumacher","LD","No locality information available","General","GBIF",NA,82,"Flavoparmelia caperata"
911958070,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.601383,47.206117,NA,1930,"6",30,"Austria","3929",NA,"FR","Tauern, Stubachtal, Schneiderau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,31,"Flavoparmelia caperata"
911958032,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.613883,50.81945,NA,1930,"8",4,"Poland","3940",NA,"FR","Riesengebirge, Agnetendorf","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,52,"Flavoparmelia caperata"
152925675,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1930,"9",15,"Slovenia","F774526","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,55,"Flavoparmelia caperata"
152925708,"89579e3e-f762-11e1-a439-00145eb45e9a",14.578597,46.099686,NA,1929,"11",15,"Slovenia","F776536","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,101,"Flavoparmelia caperata"
NA,NA,13.574067,54.436733,NA,1928,"22-Jul",NA,"GERMANY","117292","V. J. Grummann","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Prora bei Binz.",NA,"BERLIN_DB","",83,"Flavoparmelia caperata"
152925674,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,NA,1927,"9",15,"Slovenia","F774524","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,85,"Flavoparmelia caperata"
NA,NA,14.367407,51.249675,NA,1927,"Nov.",NA,"GERMANY","119881","","BERLIN_DB","DEUTSCHLAND, Sachsen: Oberlausitz, Quoos bei Radibor.",NA,"BERLIN_DB","",85,"Flavoparmelia caperata"
2449356286,"85739778-f762-11e1-a439-00145eb45e9a",17.3667,50.3,NA,1923,"1",2,"Poland","116951","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Ziegenhals [Głuchołazy], Holzberg.","Lichen Herbarium Berlin","GBIF",NA,74,"Flavoparmelia caperata"
442142904,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1923,"1",7,"Germany","B 60 0035587 / 146186 / 90238","Lettau, G.","B","Baden: Lörrach, bei der Stadt 350 m.","Blettaucoll","GBIF",NA,97,"Flavoparmelia caperata"
152925709,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078664,46.099665,NA,1922,"12",15,"Slovenia","F776541","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,79,"Flavoparmelia caperata"
