"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince","DB","BBarcode","b1test","name"
152949273,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,1993,"9",25,"Slovenia","F774816","Koch M., Mayrhofer H., Poelt J.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,85,"Punctelia subrudecta"
152949278,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411775,46.599662,1992,"5",19,"Slovenia","F775421","Koch M., Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,71,"Punctelia subrudecta"
152949296,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411793,46.399685,1992,"5",12,"Slovenia","F776525","Batič F., Kruhar B.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,76,"Punctelia subrudecta"
152949288,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745426,45.499723,1990,"1",17,"Slovenia","F776004","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,132,"Punctelia subrudecta"
1099072672,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,1990,"2",8,"Germany","M-0102572 / 469381 / 188600","Deuter, H. (no. 1409)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Schmorellplatz.","BSMlichenscoll",NA,"GBIF",NA,80,"Punctelia subrudecta"
NA,NA,13.026685,47.692,1989,"17. sept.",NA,"GERMANY","38721","H. Sipman","BERLIN_DB","GERMANY, BAYERN. Berchtesgaden, Marktschellenberg. Alt. 750 m. Along trail to Salzburger Hochthron, on Hochbartkogel. E-facing slope with remnants of old Fagus-forest, Picea and Abies.",NA,NA,"BERLIN_DB","",68,"Punctelia subrudecta"
152949286,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245148,46.399678,1987,"9",23,"Slovenia","F775884","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,60,"Punctelia subrudecta"
152949285,"89579e3e-f762-11e1-a439-00145eb45e9a",14.245309,46.099672,1986,"10",15,"Slovenia","F775839","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA,79,"Punctelia subrudecta"
2449364244,"85739778-f762-11e1-a439-00145eb45e9a",6.5667,47.8333,1983,"9",7,"France","114968","Frahm, Hakelier, Huerlimann","B","FRANKREICH, Dep. Haute Saône: Faucogney, Mauern und Baumstämme im Ortskern ca.400 mü. NN.  und Porphyrfelsklippen östlich des Ortes ca. 450 m ü.NN.","Lichen Herbarium Berlin",NA,"GBIF",NA,89,"Punctelia subrudecta"
788604228,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",23.048611,45.076111,1981,"7",27,"Romania","1362948","S. Svane","LD","Pestisani","General","Gorj","GBIF",NA,105,"Punctelia subrudecta"
914864457,"828a3d8c-f762-11e1-a439-00145eb45e9a",21.979167,48.808333,1979,"4",24,"Slovakia","18046",NA,"FR","Vihorlat, in decl. sept. collis senderová prope pag. Vinné/ ad sept. ab opp. Michalovce versus","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA,87,"Punctelia subrudecta"
2513362207,"15f819bd-6612-4447-854b-14d12ee1022d",5.017102,52.131907,1978,"8",8,"Netherlands","L.1037888","Wolters HJ",NA,"Maarssen; 'Maire Hofstede'.","Botany","Utrecht","GBIF",NA,93,"Punctelia subrudecta"
NA,NA,6.934027,50.606822,1971,"31. März",NA,"GERMANY","97682","H. Breuer","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Kr. Bonn, Rheinbach, am ""Frischen Brünnchen"".",NA,NA,"BERLIN_DB","B 60 0141441",89,"Punctelia subrudecta"
788549065,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.404444,48.789722,1970,"4",13,"Germany","1306203","Felix Schumm","LD","Schnaith","General","Baden-Württemberg","GBIF",NA,89,"Punctelia subrudecta"
