"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB"
1230772486,"7f5260c2-f762-11e1-a439-00145eb45e9a",15.1,47.38333,NA,1874,7,NA,"Austria","1899-0003903","Breidler,J.","W","Stm.: Am Fusse des Prettachberges bei Leoben.","Herbarium W","GBIF"
